understat_match_id,kickoff_date,home,away,understat_id,understat_name,team,us_minutes,us_npxg,us_xg_chain,us_xg_buildup,us_shots,us_sot,us_shots_six_yard,us_shots_penalty_area,us_shots_out_of_box,us_shots_foot,us_shots_head
28783,2025-08-16,WOL,MCI,586,John Stones,MCI,87,0.0,1.4632855653762817,1.4632855653762817,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,6674,Rayan Ait Nouri,MCI,90,0.0575,1.4695312976837158,1.411997675895691,2,0,0,0,2,2,0
28783,2025-08-16,WOL,MCI,9802,Nico González,MCI,90,0.0861,0.7597863078117371,0.7597863078117371,2,0,0,0,2,2,0
28783,2025-08-16,WOL,MCI,11965,Tijjani Reijnders,MCI,90,0.1619,0.992153525352478,0.865713894367218,3,1,0,2,1,3,0
28783,2025-08-16,WOL,MCI,3635,Bernardo Silva,MCI,71,0.0,0.7217649817466736,0.7217649817466736,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,11903,Oscar Bobb,MCI,90,0.0,0.7794936895370483,0.6530540585517883,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8260,Erling Haaland,MCI,78,1.789,1.3945746421813965,0.0,6,2,2,4,0,2,4
28783,2025-08-16,WOL,MCI,8981,Jéremy Doku,MCI,71,0.0,0.6530540585517883,0.6530540585517883,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,11000,Matheus Nunes,MCI,19,0.0,0.0,0.0,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8393,Omar Marmoush,MCI,19,0.1576,0.0,0.0,1,0,0,0,1,1,0
28783,2025-08-16,WOL,MCI,11763,Abduqodir Khusanov,MCI,3,0.0,0.03802133724093437,0.03802133724093437,0,0,0,0,0,0,0
28783,2025-08-16,WOL,MCI,8094,Mathis Cherki,MCI,12,0.0537,0.05370163172483444,0.0,1,1,0,0,1,1,0
28783,2025-08-16,WOL,MCI,11592,Nico O&#039;Reilly,MCI,19,0.0,0.05370163172483444,0.05370163172483444,0,0,0,0,0,0,0
28784,2025-08-17,CHE,CRY,9098,Robert Sánchez,CHE,90,0.0,0.020660916343331337,0.020660916343331337,0,0,0,0,0,0,0
28784,2025-08-17,CHE,CRY,8067,Reece James,CHE,82,0.0,0.09571576118469238,0.03964953497052193,0,0,0,0,0,0,0
28784,2025-08-17,CHE,CRY,12535,Josh Acheampong,CHE,90,0.0814,0.44635459780693054,0.44635459780693054,1,0,1,0,0,0,1
28784,2025-08-17,CHE,CRY,6615,Trevoh Chalobah,CHE,90,0.1312,0.37894153594970703,0.37894153594970703,1,0,0,1,0,1,0
28784,2025-08-17,CHE,CRY,7134,Marc Cucurella,CHE,90,0.0559,0.587074339389801,0.21584166586399078,2,0,1,0,1,1,1
28784,2025-08-17,CHE,CRY,9453,Moisés Caicedo,CHE,90,0.039,0.39894577860832214,0.3599528968334198,1,0,0,0,1,1,0
28784,2025-08-17,CHE,CRY,11356,Enzo Fernández,CHE,82,0.0,0.14842858910560608,0.14842858910560608,0,0,0,0,0,0,0
28784,2025-08-17,CHE,CRY,6382,Pedro Neto,CHE,90,0.019,0.12605124711990356,0.020660916343331337,1,0,0,0,1,1,0
