element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_save_score,season_cs_score,season_bps_score,gw4_save_score,gw4_cs_score,gw4_bps_score,season_dc_score,season_attacking_score,gw4_dc_score,gw4_attacking_score,season_set_piece_score,gw4_set_piece_score,season_goal_score,season_creative_score,gw4_goal_score,gw4_creative_score,season_shot_quality_score,season_creativity_depth_score,season_finishing_skill_score,gw4_shot_quality_score,gw4_creativity_depth_score,gw4_finishing_skill_score,season_save_score_norm,gw4_save_score_norm,season_cs_score_norm,gw4_cs_score_norm,season_bps_score_norm,gw4_bps_score_norm,season_value_score_norm,gw4_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,season_dc_score_norm,gw4_dc_score_norm,season_attacking_score_norm,gw4_attacking_score_norm,season_set_piece_score_norm,gw4_set_piece_score_norm,season_goal_score_norm,gw4_goal_score_norm,season_creative_score_norm,gw4_creative_score_norm,season_shot_quality_score_norm,gw4_shot_quality_score_norm,season_creativity_depth_score_norm,gw4_creativity_depth_score_norm,season_finishing_skill_score_norm,gw4_finishing_skill_score_norm,season_att_goal_score_norm,gw4_att_goal_score_norm,season_att_creative_score_norm,gw4_att_creative_score_norm,season_att_dc_score_norm,gw4_att_dc_score_norm,season_att_bps_score_norm,gw4_att_bps_score_norm,season_att_value_score_norm,gw4_att_value_score_norm,season_att_reliability_norm,season_att_mins90_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,season_overall_score,season_att_overall_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,gw4_save_score_rating,season_cs_score_rating,gw4_cs_score_rating,season_bps_score_rating,gw4_bps_score_rating,season_value_score_rating,gw4_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,season_dc_score_rating,gw4_dc_score_rating,season_attacking_score_rating,gw4_attacking_score_rating,season_set_piece_score_rating,gw4_set_piece_score_rating,season_goal_score_rating,gw4_goal_score_rating,season_creative_score_rating,gw4_creative_score_rating,season_shot_quality_score_rating,gw4_shot_quality_score_rating,season_creativity_depth_score_rating,gw4_creativity_depth_score_rating,season_finishing_skill_score_rating,gw4_finishing_skill_score_rating,season_att_goal_score_rating,gw4_att_goal_score_rating,season_att_creative_score_rating,gw4_att_creative_score_rating,season_att_dc_score_rating,gw4_att_dc_score_rating,season_att_bps_score_rating,gw4_att_bps_score_rating,season_att_value_score_rating,gw4_att_value_score_rating,season_att_reliability_rating,season_att_mins90_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent
605,Kilman,WHU,DEF,4.0,1559,17,True,False,1.714,0.0,0.447,1.0,0.332,0.0,0.0,0.0,0.4285,0.0,,0.16159926039740619,2.7708,,,,2.3881973684210527,0.025624000000000004,,,0.173,,,,,,,,,,,,,,1.0,,1.0,,2.148741893644617,,1.8888888888888888,5.0,,,3.714608639235455,,1.325503355704698,,1.0819613881321806,,,,,,,,,,,,,,,,,,,,,,,,,,1.925,,,,N/A,N/A,⭐,N/A,⭐,N/A,⭐⭐,N/A,⭐⭐,⭐⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,214048,0.1
606,Mavropanos,WHU,DEF,4.5,2532,27,True,True,3.935,3.5,0.711,1.0,0.174,1.0,1.0,0.0,0.8744444444444445,0.7777777777777778,,0.27150192554557123,8.303199999999999,,0.2924107142857143,7.949999999999999,3.018342105263158,0.05454000000000002,3.25,0.028840000000000005,0.142,0.25,,,,,,,,,,,,,1.8528540599536112,1.558789518232378,2.8692119266829965,2.854060530057887,4.277244559734832,3.0684150618205615,3.374120956399437,5.0,5.0,5.0,4.700999449041486,4.011987880384666,1.9638820204874605,1.2449256900212313,1.0672746654032927,1.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,2.977,,2.885,,N/A,N/A,⭐⭐,⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐,⭐⭐,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,233963,2.6
609,Todibo,WHU,DEF,4.3,1817,22,True,False,2.0,0.0,0.579,0.818,0.307,0.0,0.0,0.0,0.46511627906976744,0.0,,0.18255371630657669,4.7749999999999995,,,,2.1485131578947367,0.014160000000000002,,,0.149,,,,,,,,,,,,,,1.16260836597695,,1.6771517864684515,,2.32351220100745,,2.631504922644163,3.9986244841815677,,,3.3394213390866443,,1.0724125750618156,,1.0705910221485253,,,,,,,,,,,,,,,,,,,,,,,,,,2.024,,,,N/A,N/A,⭐,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐½,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐½,N/A,⭐,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,462116,0.1
610,Wan-Bissaka,WHU,DEF,4.1,2080,23,True,False,2.68,0.0,0.605,0.826,0.237,0.0,0.0,0.0,0.653658536585366,0.0,,0.22318464563122442,5.2704,,,,1.9875131578947367,0.027520000000000003,,,1.817,,,,,,,,,,,,,,1.4779078447247826,,1.844530788073317,,3.2234285533516815,,2.7777777777777777,4.042640990371389,,,3.0874015869664837,,1.3673613564111622,,1.8608314580125547,,,,,,,,,,,,,,,,,,,,,,,,,,2.161,,,,N/A,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,214590,4.3
612,L.Paquetá,WHU,MID,5.9,1513,18,True,False,3.833,0.0,0.474,0.5,0.316,0.0,0.0,0.0,0.6496610169491526,0.0,,,10.5764,,,,1.0673157894736842,,,,2.32,,0.17596224000000002,0.160055,,,0.0399,0.345,1.15,,,,,,,,2.4555232799402438,,3.2240149287524136,,2.145183175033921,3.053388090349076,,,2.5098294852445333,,,,2.1755763871294653,,2.423046167472076,,2.0606986944208727,,1.2148681055155874,,1.2702322308233638,,3.225957049486461,,1.7909631327333388,,2.08045860286576,,2.556054207374725,,2.699216522078468,,3.2240149287524136,,2.145183175033921,3.053388090349076,,,2.378,2.251,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐½,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,224024,1.0
613,Souček,WHU,MID,5.7,2190,24,True,True,2.943,2.0,0.632,0.625,0.238,1.0,0.75,0.0,0.5163157894736842,0.3508771929824561,,,10.701399999999998,,,7.3194,1.6495657894736842,,1.3555000000000001,,0.575,0.542,0.244801,0.041105,0.2231904,0.0297,0.2086,0.485,-0.73,0.077,0.462,-0.99,,,,,2.497020499626524,1.747501959247649,2.516047414545894,1.4460881934566143,3.0027137042062417,3.566735112936345,5.0,4.0,3.6466202112970043,3.0545014129995964,,,1.2913605269825184,1.197090909090909,3.0234346739765834,1.6466596290152316,1.087801985461758,1.167011091898275,4.451318944844125,1.72981938813122,1.6643209007741029,1.7599591419816139,2.5238095238095237,2.0857142857142854,2.1246734401125367,1.6466596290152316,1.1141023427741614,1.167011091898275,3.6717428301292157,3.0545014129995964,2.7367394110407344,1.6852382421651169,2.516047414545894,1.4922535985056586,3.0027137042062417,3.566735112936345,5.0,4.0,2.632,2.452,2.435,2.498,N/A,N/A,N/A,N/A,⭐⭐½,⭐½,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,N/A,N/A,⭐½,⭐,⭐⭐⭐,⭐½,⭐,⭐,⭐⭐⭐⭐½,⭐½,⭐½,⭐⭐,⭐⭐½,⭐⭐,⭐⭐,⭐½,⭐,⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐½,⭐½,⭐⭐½,⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,215439,0.5
614,Ward-Prowse,BUR,MID,5.6,1092,12,True,False,2.222,0.0,0.316,0.583,0.411,0.0,0.0,0.0,0.3967857142857143,0.0,,,12.264000000000001,,,,1.2757236842105262,,,,7.582,,0.016,0.221305,,,,0.548,-0.24,,,,,,,,3.0157689434807873,,1.881428449879058,,1.287652645861601,3.3942505133470227,,,2.916727144279246,,,,4.841905244489485,,1.0279093234801793,,2.561664843422519,,,,1.8416608022519356,,2.706816059757236,,1.0155126702400425,,2.578056929310572,,2.955398676331548,,3.2058055413802427,,1.881428449879058,,1.287652645861601,3.3942505133470227,,,2.128,2.15,,,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,⭐⭐⭐½,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,⭐⭐⭐⭐⭐,N/A,⭐,N/A,⭐⭐½,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,⭐⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,101178,0.2
615,Summerville,WHU,MID,5.4,2470,29,True,True,3.548,2.5,0.763,0.552,0.156,1.0,0.75,0.0,0.657037037037037,0.4629629629629629,,,9.1528,,,8.622,0.8786578947368421,,0.88225,,2.332,3.025,0.19665060000000004,0.13249999999999998,0.058428799999999996,0.17654,0.1055,0.548,-0.43,0.0561,0.616,-0.3,,,,,1.9829197443771265,2.066516457680251,3.263176304867787,1.8648648648648645,3.7137042062415198,3.26694045174538,5.0,4.0,2.1414919238303205,2.290270488494146,,,2.1816569546491005,2.0999999999999996,2.6034830835703264,1.169288401883796,1.8353252701638874,1.9927319247044268,2.473381294964029,1.4216734242535938,1.8416608022519356,2.074565883554648,2.635854341736694,2.874285714285714,1.891254291010616,1.169288401883796,1.856600286372914,1.9927319247044268,2.194554049795147,2.290270488494146,2.2718758442650016,1.8766253801736679,3.263176304867787,1.9055903502667593,3.7137042062415198,3.26694045174538,5.0,4.0,2.528,2.419,2.455,2.495,N/A,N/A,N/A,N/A,⭐⭐,⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐,⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,⭐⭐½,⭐,⭐⭐,⭐⭐,⭐⭐½,⭐½,⭐⭐,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐,⭐,⭐⭐,⭐⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,450070,1.6
623,Potts,WHU,MID,4.3,1162,12,True,False,1.682,0.0,0.316,0.333,0.477,0.0,0.0,0.0,0.3911627906976744,0.0,,,9.991200000000001,,,,1.5621578947368422,,,,3.176,,0.0128,0.08923500000000001,,,,0.42,-0.21,,,,,,,,2.261249896256951,,1.8515747587454165,,1.287652645861601,2.3675564681724848,,,3.4759641630005462,,,,2.6093235368634407,,1.0,,1.4814591405874595,,,,1.4813511611541168,,2.718020541549953,,1.0,,1.5051130766809178,,3.5042546485975428,,2.523549365112719,,1.8515747587454165,,1.287652645861601,2.3675564681724848,,,1.723,1.771,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐⭐½,N/A,⭐,N/A,⭐½,N/A,N/A,N/A,⭐½,N/A,⭐⭐½,N/A,⭐,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,⭐⭐½,N/A,N/A,⭐½,⭐⭐,N/A,N/A,490142,0.5
624,Bowen,WHU,FWD,7.8,3406,38,True,True,4.921,4.5,1.0,0.921,0.0,1.0,0.75,0.0,0.630897435897436,0.576923076923077,,,11.885599999999998,,,12.252,0.8849473684210527,,0.441,,3.99,4.79,0.20176272,0.19679500000000003,0.15900576000000002,0.22780999999999998,0.0951,0.482,1.78,0.0623,0.589,0.44,,,,,3.1416543756145523,2.4099704676687095,4.182042917516579,2.491172761664565,5.0,5.0,5.0,4.0,4.373002308248022,1.96,,,3.804428044280443,2.744673101438718,1.533255072587051,1.3390137918731666,4.944229819618323,2.979247472236035,1.9104116222760292,1.1791505791505792,1.9443813847900113,2.6417489421720735,3.752411575562701,2.9240506329113924,1.916036363444218,1.460694571867271,2.378936358189555,2.281036930819732,2.2066057358966282,1.5777149777957207,3.092216251913667,2.4099704676687095,3.1243937718029438,2.3258390878432635,5.0,4.782340862422998,5.0,4.0,3.781,3.03,2.888,2.643,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐,N/A,N/A,⭐⭐⭐⭐,⭐⭐½,⭐½,⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐,⭐⭐,⭐⭐½,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,178186,17.5
627,Johnstone,WOL,GKP,4.4,1080,12,True,False,1.75,0.0,0.316,1.0,0.411,0.0,0.0,0.0,0.3977272727272727,0.0,2.3776315789473683,0.18192844147968465,5.85,,,,,,,,,,,,,,,,,,,,3.7035141589901057,,1.1862293528788508,,1.0465663832570307,,1.0,,1.1518987341772153,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.171,,,,⭐⭐⭐½,N/A,⭐,N/A,⭐,N/A,⭐,N/A,⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,101982,0.1
628,José Sá,WOL,GKP,4.2,2070,23,True,False,2.957,0.0,0.605,1.0,0.237,0.0,0.0,0.0,0.704047619047619,0.0,2.1492526315789475,0.2364551083591331,8.0436,,,,,,,,,,,,,,,,,,,,3.1341101750518336,,1.6681566996957926,,2.9594506213211247,,3.0168881604731532,,2.7777777777777777,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.728,,,,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,N/A,N/A,149065,1.1
631,Agbadou,WOL,DEF,4.2,1100,12,True,False,1.643,0.0,0.316,0.917,0.444,0.0,0.0,0.0,0.3911904761904762,0.0,,0.18820577164366373,4.2216,,,,2.6356973684210527,0.045004,,,1.145,,,,,,,,,,,,,,1.2064687977036834,,1.490176535180336,,1.9706627138533752,,1.1518987341772153,4.543328748280605,,,4.102030307867379,,1.7533557046979866,,1.542461210470212,,,,,,,,,,,,,,,,,,,,,,,,,,2.069,,,,N/A,N/A,⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,516939,0.1
633,H.Bueno,WOL,DEF,4.3,2359,26,True,False,2.371,0.0,0.684,0.692,0.22,0.0,0.0,0.0,0.5513953488372093,0.0,,0.2363425403680665,7.5005999999999995,,,,1.6799736842105264,0.09710800000000001,,,7.02,,,,,,,,,,,,,,1.580014230694854,,2.5980403750316743,,2.7353241033993907,,3.2222222222222223,3.305364511691884,,,2.605997724077917,,2.903655951960438,,4.325832050219116,,,,,,,,,,,,,,,,,,,,,,,,,,2.469,,,,N/A,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,N/A,N/A,490721,0.2
634,Mosquera,WOL,DEF,4.3,2137,24,True,True,2.259,2.5,0.632,0.75,0.221,1.0,1.0,0.0,0.5253488372093024,0.5813953488372093,,0.2362301101591187,5.331599999999999,,0.22865853658536583,1.95,2.437328947368421,0.07050400000000001,2.9375,0.10748000000000002,0.8,0.25,,,,,,,,,,,,,1.5791417626793303,1.2900934368516406,1.8652082101528842,1.5104410430965949,2.6110035290923896,2.4950119264294113,2.929676511954993,3.624484181568088,5.0,5.0,3.791516268723578,3.6826505071795546,2.316319321794419,1.9127813163481955,1.37901219945517,1.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,2.637,,N/A,N/A,⭐½,⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐,⭐½,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,501837,0.1
636,S.Bueno,WOL,DEF,4.4,2552,28,True,True,3.172,3.75,0.737,0.964,0.158,1.0,1.0,0.0,0.7209090909090908,0.8522727272727272,,0.23533559843579713,6.6162,,0.22865853658536583,4.55,1.9702894736842105,0.055316000000000004,1.8125,0.10620000000000002,0.212,0.25,,,,,,,,,,,,,1.5722002753743372,1.2900934368516406,2.2992313539994935,2.092676154113155,3.5444169319655696,3.285927584919746,3.5203938115330518,4.801925722145805,5.0,5.0,3.060440663827771,2.497035963641154,1.9810137760508655,1.9019108280254777,1.1004382328556201,1.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,2.494,,2.486,,N/A,N/A,⭐½,⭐½,⭐⭐½,⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐,⭐⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,231480,0.2
637,Toti,WOL,DEF,4.2,1423,17,True,False,2.158,0.0,0.447,0.706,0.379,0.0,0.0,0.0,0.5138095238095237,0.0,,0.18880192283988662,5.313,,,,2.3665131578947367,0.023028,,,0.696,,,,,,,,,,,,,,1.2110949818581755,,1.8589238955992904,,2.5559261318016175,,1.8888888888888888,3.3823933975240714,,,3.680665475497793,,1.268191451783822,,1.329740613525998,,,,,,,,,,,,,,,,,,,,,,,,,,2.021,,,,N/A,N/A,⭐,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐⭐,⭐⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐,N/A,N/A,N/A,510362,0.1
642,Hee Chan,WOL,MID,5.6,1439,18,True,True,2.077,2.333,0.474,0.111,0.382,0.75,0.333,0.15,0.37089285714285714,0.4166071428571429,,,6.192,,,6.75,0.60975,,0.61525,,1.251,0.352,0.14173655999999998,0.11651000000000002,0.06480000000000001,0.29127499999999995,0.1,0.432,-0.37,,0.765,-0.23,,,,,1.0,1.6080525078369907,1.7439559504564182,1.6916694980694982,2.145183175033921,1.4558521560574949,1.0,2.332,1.6164734594264796,1.8591037545417843,,,1.633899163921966,1.1280000000000001,2.1245413004567313,1.1877479674761415,1.7045424338775805,2.637917703456904,2.367865707434053,,1.5151301900070373,2.3789581205311543,2.6582633053221283,2.954285714285714,1.6250469803642074,1.1877479674761415,1.7266966579671585,2.637917703456904,1.6792814371257487,1.8591037545417843,1.383093687149161,1.6015779962092829,1.7439559504564182,1.7346447957053386,2.145183175033921,1.4558521560574949,1.0,2.332,1.749,1.687,1.723,1.704,N/A,N/A,N/A,N/A,⭐,⭐½,⭐½,⭐½,⭐⭐,⭐½,⭐,⭐⭐½,⭐½,⭐⭐,N/A,N/A,⭐½,⭐,⭐⭐,⭐,⭐½,⭐⭐½,⭐⭐½,N/A,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐½,⭐,⭐½,⭐⭐½,⭐½,⭐⭐,⭐½,⭐½,⭐½,⭐½,⭐⭐,⭐½,⭐,⭐⭐½,⭐½,⭐½,⭐½,⭐½,184754,0.1
643,André,WOL,MID,5.2,2760,30,True,True,2.743,2.5,0.789,0.8,0.126,1.0,1.0,0.0,0.5275,0.4807692307692307,,,9.306399999999998,,,6.8999999999999995,1.6045263157894736,,1.3125,,1.63,0.25,0.017392200000000003,0.038995,0.0144,0.049600000000000005,0.0344,0.383,0.48,,0.562,-0.07,,,,,2.0339115279276285,1.6447884012539185,2.57542755041266,1.931392931392931,3.854816824966079,4.285420944558522,5.0,5.0,3.558684692206416,2.985062575696407,,,1.8259437547504433,1.0909090909090908,1.0400516235267747,1.0417217705502537,1.0705442128185991,1.278914146739207,1.1093525179856116,,1.3771991555242789,1.9642492339121556,2.9757236227824455,3.137142857142857,1.0222616513363512,1.0417217705502537,1.096960588181532,1.278914146739207,3.5854396470217464,2.985062575696407,2.317983970221835,1.6236170494115572,2.57542755041266,1.971254215513088,3.854816824966079,4.285420944558522,5.0,5.0,2.194,2.296,2.368,2.442,N/A,N/A,N/A,N/A,⭐⭐,⭐½,⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,N/A,N/A,⭐⭐,⭐,⭐,⭐,⭐,⭐½,⭐,N/A,⭐½,⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐,⭐,⭐,⭐½,⭐⭐⭐½,⭐⭐⭐,⭐⭐½,⭐½,⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,509291,0.1
644,Bellegarde,WOL,MID,5.1,1239,15,True,False,1.692,0.0,0.395,0.067,0.443,0.0,0.0,0.0,0.33176470588235296,0.0,,,9.0654,,,,1.1077499999999998,,,,2.034,,0.06951879999999999,0.094725,,,0.0414,0.632,-0.04,,,,,,,,1.9539048883724792,,1.5362135324648025,,1.7164179104477613,1.2751540041067762,,,2.5887736424649175,,,,2.0306561945781603,,1.4946822926898722,,1.5263620656163417,,1.2436450839328537,,2.0781140042223787,,2.7815126050420167,,1.2749562627534146,,1.5497141348389913,,2.6335329341317366,,2.2456398403025846,,1.5362135324648025,,1.7164179104477613,1.2751540041067762,,,1.691,1.689,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐½,N/A,⭐½,⭐½,N/A,N/A,⭐⭐½,N/A,N/A,N/A,⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐½,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐½,⭐½,N/A,N/A,⭐½,⭐½,N/A,N/A,231057,0.0
