element,web_name,team,position,price,total_mins,total_starts,season_ok,gw4_ok,season_ppg,gw4_ppg,season_start_rate,season_mins90_rate,season_rotation_risk,gw4_start_rate,gw4_mins90_rate,gw4_rotation_risk,season_value_score,gw4_value_score,season_save_score,season_cs_score,season_bps_score,gw4_save_score,gw4_cs_score,gw4_bps_score,season_dc_score,season_attacking_score,gw4_dc_score,gw4_attacking_score,season_set_piece_score,gw4_set_piece_score,season_goal_score,season_creative_score,gw4_goal_score,gw4_creative_score,season_shot_quality_score,season_creativity_depth_score,season_finishing_skill_score,gw4_shot_quality_score,gw4_creativity_depth_score,gw4_finishing_skill_score,season_save_score_norm,gw4_save_score_norm,season_cs_score_norm,gw4_cs_score_norm,season_bps_score_norm,gw4_bps_score_norm,season_value_score_norm,gw4_value_score_norm,season_reliability_score_norm,season_mins90_score_norm,gw4_reliability_score_norm,gw4_mins90_score_norm,season_dc_score_norm,gw4_dc_score_norm,season_attacking_score_norm,gw4_attacking_score_norm,season_set_piece_score_norm,gw4_set_piece_score_norm,season_goal_score_norm,gw4_goal_score_norm,season_creative_score_norm,gw4_creative_score_norm,season_shot_quality_score_norm,gw4_shot_quality_score_norm,season_creativity_depth_score_norm,gw4_creativity_depth_score_norm,season_finishing_skill_score_norm,gw4_finishing_skill_score_norm,season_att_goal_score_norm,gw4_att_goal_score_norm,season_att_creative_score_norm,gw4_att_creative_score_norm,season_att_dc_score_norm,gw4_att_dc_score_norm,season_att_bps_score_norm,gw4_att_bps_score_norm,season_att_value_score_norm,gw4_att_value_score_norm,season_att_reliability_norm,season_att_mins90_norm,gw4_att_reliability_norm,gw4_att_mins90_norm,season_overall_score,season_att_overall_score,gw4_overall_score,gw4_att_overall_score,season_save_score_rating,gw4_save_score_rating,season_cs_score_rating,gw4_cs_score_rating,season_bps_score_rating,gw4_bps_score_rating,season_value_score_rating,gw4_value_score_rating,season_reliability_score_rating,season_mins90_score_rating,gw4_reliability_score_rating,gw4_mins90_score_rating,season_dc_score_rating,gw4_dc_score_rating,season_attacking_score_rating,gw4_attacking_score_rating,season_set_piece_score_rating,gw4_set_piece_score_rating,season_goal_score_rating,gw4_goal_score_rating,season_creative_score_rating,gw4_creative_score_rating,season_shot_quality_score_rating,gw4_shot_quality_score_rating,season_creativity_depth_score_rating,gw4_creativity_depth_score_rating,season_finishing_skill_score_rating,gw4_finishing_skill_score_rating,season_att_goal_score_rating,gw4_att_goal_score_rating,season_att_creative_score_rating,gw4_att_creative_score_rating,season_att_dc_score_rating,gw4_att_dc_score_rating,season_att_bps_score_rating,gw4_att_bps_score_rating,season_att_value_score_rating,gw4_att_value_score_rating,season_att_reliability_rating,season_att_mins90_rating,gw4_att_reliability_rating,gw4_att_mins90_rating,season_overall_rating,season_att_overall_rating,gw4_overall_rating,gw4_att_overall_rating,code,selected_by_percent
210,Tchaouna,BUR,MID,4.8,1259,14,True,True,2.034,4.25,0.368,0.143,0.436,1.0,0.5,0.0,0.42374999999999996,0.8854166666666667,,,8.9214,,,10.799999999999999,0.5671578947368421,,0.46099999999999997,,2.502,4.299,0.0967356,0.089615,0.11160260000000001,0.139235,0.0547,0.442,0.73,0.0412,0.313,0.7,,,,,1.9061000912938835,2.5999216300940438,2.024589466519186,3.443243243243243,1.5698778833107192,1.5872689938398357,5.0,3.0,1.5333162069297712,1.6100121114251111,,,2.267798327843932,2.5632727272727274,1.732058066219667,1.3233512548619264,1.4845671754710614,1.7829558713958358,1.498800959232614,1.2019904165130852,1.5432793807178045,1.4555669050051072,3.0690943043884213,4.017142857142857,1.4068954013125368,1.3233512548619264,1.5082002173184526,1.7829558713958358,1.5976678222502365,1.6100121114251111,2.202413472218053,2.1966324326706923,2.024589466519186,3.4634655532359084,1.5698778833107192,1.5872689938398357,5.0,3.0,1.645,1.612,2.364,2.372,N/A,N/A,N/A,N/A,⭐⭐,⭐⭐½,⭐⭐,⭐⭐⭐½,⭐½,⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐½,⭐½,N/A,N/A,⭐⭐½,⭐⭐½,⭐½,⭐½,⭐½,⭐⭐,⭐½,⭐,⭐½,⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐½,⭐½,⭐½,⭐⭐,⭐½,⭐½,⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐½,⭐½,⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐,⭐½,⭐½,⭐⭐½,⭐⭐½,469272,0.0
215,Flemming,BUR,FWD,5.3,1764,21,True,True,3.414,4.25,0.553,0.333,0.287,1.0,0.25,0.0,0.6441509433962265,0.8018867924528302,,,11.581799999999998,,,11.0302,0.84175,,0.89175,,0.306,0.0,0.4532554200000001,0.02706,0.35332759999999996,0.030470000000000004,0.1545,0.487,3.06,0.1582,0.481,0.91,,,,,3.048303834808259,2.230455032985117,4.293101668380123,3.424218991648624,2.5739484396200814,2.4462540716612375,5.0,2.0,4.141613659189822,3.9633333333333334,,,1.2150764364786504,1.0,2.9037410803770327,2.1176579861002587,1.0,1.2347090999502734,3.0610169491525423,2.660231660231661,1.967082860385925,2.0324400564174896,4.30117899249732,3.518987341772152,3.1351999018435794,2.0237120177966528,1.0,1.1713410090956378,2.1238323353293413,2.3056116269681066,3.001020622579773,2.230455032985117,3.1947603903619948,3.155433883483673,2.5739484396200814,2.3675564681724848,5.0,2.0,2.557,2.393,2.707,2.408,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,N/A,N/A,⭐,⭐,⭐⭐⭐,⭐⭐,⭐,⭐,⭐⭐⭐,⭐⭐½,⭐⭐,⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐,⭐⭐,⭐,⭐,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,431639,0.8
217,Foster,BUR,FWD,4.9,1361,15,True,False,2.231,0.0,0.395,0.2,0.39,0.0,0.0,0.0,0.45530612244897956,0.0,,,8.1208,,,,0.71075,,,,0.397,,0.21230999999999997,0.061649999999999996,,,0.1796,0.536,-0.22,,,,,,,,1.9848205506391348,,2.710662459486556,,1.7164179104477613,1.8686210640608034,,,3.439906260462002,,,,1.2790370760850465,,1.5907314910287913,,1.8037877247509222,,3.547215496368039,,2.1895573212258794,,2.894962486602358,,1.9671665123721542,,1.2810110385587927,,1.8728143712574852,,1.9620868729925252,,2.192129842662837,,1.7164179104477613,1.8213552361396306,,,1.93,1.756,,,N/A,N/A,N/A,N/A,⭐⭐,N/A,⭐⭐½,N/A,⭐½,⭐⭐,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐½,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐⭐½,N/A,⭐⭐,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐⭐,N/A,⭐½,⭐⭐,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,435973,0.7
220,Sánchez,CHE,GKP,4.8,3040,35,True,True,3.229,1.667,0.921,0.943,0.059,0.75,0.667,0.15,0.6727083333333334,0.34729166666666667,2.2885947368421053,0.31322624743677374,9.1242,2.2489,0.13940520446096655,5.7072,,,,,,,,,,,,,,,,,3.4815237645329766,2.535634216426158,2.3466891221818376,1.0,3.9017658600392418,1.7305029392553886,2.8105426301350342,1.4624490161001789,4.555555555555555,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,,1.493,,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐,⭐⭐⭐⭐,⭐½,⭐⭐⭐,⭐½,⭐⭐⭐⭐½,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐½,N/A,215059,10.3
224,Cucurella,CHE,DEF,6.1,2706,31,True,True,3.059,1.75,0.816,0.839,0.136,1.0,1.0,0.0,0.5014754098360656,0.2868852459016394,,0.33766080922387104,9.405399999999998,,0.1827040194884287,3.5999999999999996,1.5395657894736843,0.09174800000000002,0.6875,0.03380000000000001,1.463,3.0,,,,,,,,,,,,,2.366252642881231,1.0964090936480417,3.2416082439395213,1.8799364020109504,2.497055133847888,1.6350927506729465,3.9648382559774955,4.114167812929848,5.0,5.0,2.386211619560572,1.3114214201027532,2.7853232073472274,1.2870488322717621,1.6931185597536422,2.4545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,2.892,,2.066,,N/A,N/A,⭐⭐½,⭐,⭐⭐⭐,⭐⭐,⭐⭐½,⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐½,⭐⭐⭐,⭐½,⭐½,⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,179268,14.6
225,James,CHE,DEF,5.6,1957,20,True,False,3.966,0.0,0.526,0.75,0.304,0.0,0.0,0.0,0.7082142857142858,0.0,,0.39663362202975794,13.8056,,,,1.497815789473684,0.10452000000000002,,,7.082,,,,,,,,,,,,,,2.823886702624729,,4.72828786215052,,3.483824346859367,,2.3333333333333335,3.624484181568088,,,2.3208586714176107,,3.0672907099964677,,4.355205495676892,,,,,,,,,,,,,,,,,,,,,,,,,,3.012,,,,N/A,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐½,⭐⭐⭐½,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,225796,6.0
226,Chalobah,CHE,DEF,5.4,2780,31,True,False,4.0,0.0,0.816,0.935,0.123,0.0,0.0,0.0,0.7407407407407407,0.0,,0.3347915167666,10.113799999999998,,,,2.3289605263157895,0.04041600000000001,,,0.162,,,,,,,,,,,,,,2.3439866885653933,,3.4809527831742537,,3.6390738338857656,,3.9648382559774955,4.642365887207703,,,3.6218828363550233,,1.652066407629813,,1.076749970389672,,,,,,,,,,,,,,,,,,,,,,,,,,3.024,,,,N/A,N/A,⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐⭐,⭐⭐⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,⭐½,N/A,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐,N/A,N/A,N/A,180736,8.8
228,Gusto,CHE,DEF,4.8,2255,26,True,True,2.824,0.333,0.684,0.423,0.236,0.75,0.667,0.15,0.5883333333333334,0.069375,,0.2907386386319782,9.834,,0.18832391713747643,2.6592000000000002,1.2570000000000001,0.09230000000000001,1.19325,0.16074000000000002,2.315,3.068,,,,,,,,,,,,,2.0021325950445217,1.1200952567020717,3.3864177717712645,1.6692568664554197,2.9116299178555987,1.0,3.2222222222222223,1.825309491059147,1.0,3.224,1.9439000653941414,1.8444210248979052,2.7975097138820204,2.3650955414012738,2.0967665521733982,2.4875151515151517,,,,,,,,,,,,,,,,,,,,,,,,,2.492,,1.621,,N/A,N/A,⭐⭐,⭐,⭐⭐⭐½,⭐½,⭐⭐⭐,⭐,⭐⭐⭐,⭐⭐,⭐,⭐⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐,⭐⭐½,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐½,N/A,482609,1.7
230,Fofana,CHE,DEF,4.4,1718,20,True,True,2.6,1.667,0.526,0.5,0.324,0.75,0.333,0.15,0.5909090909090908,0.37886363636363635,,0.2676431491953023,9.114999999999998,,0.19815059445178335,4.9092,2.789855263157895,0.039324000000000005,1.85075,0.0,0.105,0.0,,,,,,,,,,,,,1.8229096261917626,1.1615117193640652,3.1434918489737305,2.1731141740659043,2.923924065558306,1.903653933889096,2.3333333333333335,2.248968363136176,1.0,1.4426666666666668,4.34333983841983,2.5373468581214595,1.6279583186153304,1.0,1.049745351178491,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.594,,1.554,,N/A,N/A,⭐⭐,⭐,⭐⭐⭐,⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐½,⭐⭐,⭐,⭐½,⭐⭐⭐⭐½,⭐⭐½,⭐½,⭐,⭐,⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐½,N/A,444463,0.4
235,Palmer,CHE,MID,10.3,1954,24,True,True,4.385,3.0,0.632,0.5,0.271,1.0,0.75,0.0,0.4257281553398058,0.2912621359223301,,,12.0864,,,7.7432,0.6250657894736842,,0.37725,,1.75,1.508,0.4714281,0.12354000000000001,0.3009318,0.06437,0.0889,1.262,-0.55,0.0567,1.241,-0.34,,,,,2.9568096937505186,1.8512931034482758,2.0350920525145817,1.2233534505379167,3.0027137042062417,3.053388090349076,5.0,4.0,1.6463761600462414,1.4747678643520388,,,1.886749429946795,1.5483636363636364,5.0,1.8719032993663074,1.7620410792242183,1.3619698311613457,2.1549160671462833,1.4305197198673056,3.851513019000704,3.3513789581205313,2.591036414565826,2.8285714285714283,3.223295774411647,1.8719032993663074,1.783808759761559,1.3619698311613457,1.7086290576741257,1.4747678643520388,3.152493020742653,1.7475059138126094,2.0350920525145817,1.2724121855808015,3.0027137042062417,3.053388090349076,5.0,4.0,3.152,2.704,2.399,2.451,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐,⭐⭐,⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐½,⭐½,N/A,N/A,⭐⭐,⭐½,⭐⭐⭐⭐⭐,⭐⭐,⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐,⭐½,⭐½,⭐½,⭐⭐⭐,⭐½,⭐⭐,⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,244851,12.6
236,Neto,CHE,MID,7.0,2629,30,True,False,3.676,0.0,0.789,0.533,0.14,0.0,0.0,0.0,0.5251428571428571,0.0,,,11.2766,,,,0.325,,,,7.531,,0.15904894000000003,0.256065,,,0.112,0.996,0.41,,,,,,,,2.6879741057349156,,2.5629128125341856,,3.854816824966079,3.1889117043121153,,,1.0605247101891397,,,,4.816062832531037,,2.275534054716665,,2.8459682448804324,,2.5980815347721826,,3.1027445460943,,2.949579831932773,,1.7089723684924287,,2.8604490571019463,,1.1336526946107786,,2.9094047368895026,,2.5629128125341856,,3.854816824966079,3.1889117043121153,,,2.67,2.586,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐⭐⭐⭐,⭐⭐⭐,N/A,N/A,⭐,N/A,N/A,N/A,⭐⭐⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐,N/A,⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐⭐⭐,⭐⭐⭐,N/A,N/A,⭐⭐½,⭐⭐½,N/A,N/A,247632,3.9
237,Enzo,CHE,MID,6.5,3114,35,True,True,4.361,6.0,0.921,0.8,0.047,1.0,1.0,0.0,0.6709230769230768,0.9230769230769231,,,12.3582,,,14.299999999999999,0.7778157894736841,,0.375,,3.121,6.75,0.31449488000000003,0.22679,0.18376,0.25665000000000004,0.1444,1.273,-1.26,0.0626,0.724,1.5,,,,,3.047041248236368,3.457092476489028,3.336901216710626,3.583950103950104,4.5712347354138405,4.285420944558522,5.0,5.0,1.944606788478212,1.4711344368187325,,,2.5814542690651128,3.4545454545454546,3.6312812494480826,1.5324161497440705,2.6065268732555644,2.443212011302771,3.2196642685851318,1.517508293402138,3.882477128782548,2.2951991828396325,2.325863678804855,4.9314285714285715,2.4625291207966304,1.5324161497440705,2.6226173671970994,2.443212011302771,2.0013236684525686,1.4711344368187325,3.2340827905022067,2.7108770073904296,3.336901216710626,3.6023446282318936,4.5712347354138405,4.285420944558522,5.0,5.0,3.356,3.107,2.882,2.831,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐,⭐½,N/A,N/A,⭐⭐½,⭐⭐⭐½,⭐⭐⭐½,⭐½,⭐⭐½,⭐⭐½,⭐⭐⭐,⭐½,⭐⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐½,⭐½,⭐⭐½,⭐⭐½,⭐⭐,⭐½,⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,448047,12.3
241,Caicedo,CHE,MID,5.7,2796,32,True,True,3.333,2.0,0.842,0.812,0.107,1.0,0.75,0.0,0.5847368421052632,0.3508771929824561,,,11.3308,,,9.0,1.6918026315789474,,1.142,,0.225,0.0,0.052160700000000004,0.077555,0.008,0.10735999999999998,0.0567,1.048,1.55,,0.795,-0.04,,,,,2.7059673001908875,2.159090909090909,2.879314128083759,1.4460881934566143,4.142469470827679,4.3347022587268995,5.0,4.0,3.7290838444494403,2.709729511505854,,,1.1140106409931594,1.0,1.3432907839707162,1.0231787614168075,1.3859279631125334,1.603714169232283,1.5371702637889688,,3.249120337790289,2.440245148110317,3.375350140056022,3.1714285714285713,1.1908092373491388,1.0231787614168075,1.410224122348258,1.603714169232283,3.7526757012291214,2.709729511505854,2.9256746615435416,1.9321637942433996,2.879314128083759,1.4922535985056586,4.142469470827679,4.3347022587268995,5.0,4.0,2.515,2.569,2.384,2.424,N/A,N/A,N/A,N/A,⭐⭐½,⭐⭐,⭐⭐⭐,⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐½,N/A,N/A,⭐,⭐,⭐½,⭐,⭐½,⭐½,⭐½,N/A,⭐⭐⭐,⭐⭐½,⭐⭐⭐½,⭐⭐⭐,⭐,⭐,⭐½,⭐½,⭐⭐⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐⭐,⭐½,⭐⭐⭐⭐,⭐⭐⭐⭐½,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐½,⭐⭐½,⭐⭐½,486672,7.1
242,Dewsbury-Hall,EVE,MID,5.3,2629,30,True,True,4.871,2.75,0.789,0.7,0.14,1.0,0.75,0.0,0.919056603773585,0.5188679245283019,,,12.5296,,,7.4958,0.8872894736842105,,0.765,,4.622,3.569,0.174435,0.20589000000000002,0.0983664,0.18192499999999998,0.111,0.767,3.65,0.0856,0.978,-0.54,,,,,3.1039422358701967,1.7907033699059562,4.654312267120879,2.073737888832228,3.854816824966079,3.8747433264887063,5.0,4.0,2.1583443049356155,2.100928542591845,,,3.342031922979478,2.2978181818181818,2.4097260939746166,1.2850014146287827,2.4355849546574517,2.0230132287405285,2.578896882494005,1.8566162919277551,2.458128078817734,2.8140960163432074,4.159663865546218,2.5999999999999996,1.7835595169529004,1.2850014146287827,2.452824632132666,2.0230132287405285,2.2110936022691465,2.100928542591845,3.285534175847267,1.7111561687309913,4.654312267120879,2.1117501083231573,3.854816824966079,3.8747433264887063,5.0,4.0,2.858,2.753,2.434,2.489,N/A,N/A,N/A,N/A,⭐⭐⭐,⭐⭐,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐,⭐⭐,N/A,N/A,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐½,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐,⭐⭐½,⭐⭐⭐,⭐⭐⭐⭐,⭐⭐½,⭐⭐,⭐½,⭐⭐½,⭐⭐,⭐⭐,⭐⭐,⭐⭐⭐½,⭐½,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐,⭐⭐½,⭐⭐½,215413,7.9
246,Andrey Santos,CHE,MID,4.4,1247,13,True,False,1.741,0.0,0.342,0.308,0.487,0.0,0.0,0.0,0.3956818181818182,0.0,,,11.216199999999999,,,,1.487815789473684,,,,0.144,,0.13255487999999999,0.06071,,,0.2323,0.773,-1.0,,,,,,,,2.667922649182504,,1.8755675533519487,,1.4287652645861602,2.264887063655031,,,3.330817892810122,,,,1.072966810235622,,2.04446177632814,,1.2481520483381214,,4.90599520383693,,2.4750175932441945,,2.42296918767507,,1.5805368634612091,,1.2733744275080479,,3.3618027103687367,,2.891273676942935,,1.8755675533519487,,1.4287652645861602,2.264887063655031,,,2.021,1.933,,,N/A,N/A,N/A,N/A,⭐⭐½,N/A,⭐⭐,N/A,⭐½,⭐⭐½,N/A,N/A,⭐⭐⭐½,N/A,N/A,N/A,⭐,N/A,⭐⭐,N/A,⭐,N/A,⭐⭐⭐⭐⭐,N/A,⭐⭐½,N/A,⭐⭐½,N/A,⭐½,N/A,⭐½,N/A,⭐⭐⭐½,N/A,⭐⭐⭐,N/A,⭐⭐,N/A,⭐½,⭐⭐½,N/A,N/A,⭐⭐,⭐⭐,N/A,N/A,532605,0.3
249,João Pedro,CHE,FWD,7.4,2658,31,True,True,5.057,3.667,0.816,0.452,0.123,0.75,1.0,0.15,0.6833783783783784,0.4955405405405405,,,14.9324,,,8.0668,0.55875,,0.41675,,0.609,1.333,0.52840256,0.125365,0.40267173999999994,0.02287,0.2154,0.815,0.09,0.1885,0.472,-0.22,,,,,4.077863815142576,1.795051497920983,4.621810874535271,2.153635356668143,4.00135685210312,2.963083604777416,1.0,5.0,2.6257114161365918,1.8522222222222222,,,1.4280442804428044,1.4855217628847206,3.313248409597462,2.3153790869818103,3.284369826008656,1.1675230675727941,4.240677966101695,3.1281853281853285,3.4562996594778657,1.981664315937941,3.027867095391211,2.088607594936709,3.4994914025630517,2.166679023843847,1.798635158876037,1.1286041640307594,1.581556886227545,1.5385547032700848,4.0068141566355475,1.795051497920983,3.4030299337029533,2.025726118602945,4.00135685210312,2.856262833675565,1.0,5.0,3.456,3.048,1.967,1.915,N/A,N/A,N/A,N/A,⭐⭐⭐⭐,⭐⭐,⭐⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐,⭐⭐⭐⭐⭐,⭐⭐½,⭐⭐,N/A,N/A,⭐½,⭐½,⭐⭐⭐½,⭐⭐½,⭐⭐⭐½,⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐⭐,⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐,⭐,⭐½,⭐½,⭐⭐⭐⭐,⭐⭐,⭐⭐⭐½,⭐⭐,⭐⭐⭐⭐,⭐⭐⭐,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐½,⭐⭐⭐,⭐⭐,⭐⭐,475168,34.8
250,Delap,CHE,FWD,6.2,1092,12,True,False,1.607,0.0,0.316,0.25,0.477,0.0,0.0,0.0,0.25919354838709674,0.0,,,6.115,,,,0.35025,,,,0.495,,0.3294232800000001,0.04115,,,0.1397,0.899,-3.54,,,,,,,,1.3684857423795478,,1.0673225733519067,,1.287652645861601,2.0857763300760044,,,1.5088717777033813,,,,1.3479177648919347,,2.228929385307196,,1.327417433990763,,2.774334140435835,,3.837684449489217,,1.4715969989281885,,2.534897666550209,,1.11446792521808,,1.1820359281437127,,1.3599795875484046,,1.150912738820287,,1.287652645861601,2.026694045174538,,,1.645,1.662,,,N/A,N/A,N/A,N/A,⭐½,N/A,⭐,N/A,⭐½,⭐⭐,N/A,N/A,⭐½,N/A,N/A,N/A,⭐½,N/A,⭐⭐,N/A,⭐½,N/A,⭐⭐⭐,N/A,⭐⭐⭐⭐,N/A,⭐½,N/A,⭐⭐½,N/A,⭐,N/A,⭐,N/A,⭐½,N/A,⭐,N/A,⭐½,⭐⭐,N/A,N/A,⭐½,⭐½,N/A,N/A,463034,0.9
253,Henderson,CRY,GKP,5.1,3330,37,True,True,3.541,1.25,0.974,1.0,0.016,1.0,1.0,0.0,0.6943137254901961,0.2450980392156863,2.284447368421053,0.34841434378424235,8.8002,2.3999999999999995,0.15400410677618068,3.75,,,,,,,,,,,,,,,,,3.4711833713880806,2.7264833117559752,2.6576948535566656,1.0732365593596782,3.6192282537606286,1.0,2.9527978220183217,1.0,4.853727144866385,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.569,,2.457,,⭐⭐⭐½,⭐⭐½,⭐⭐½,⭐,⭐⭐⭐½,⭐,⭐⭐⭐,⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,⭐⭐⭐⭐⭐,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,⭐⭐⭐½,N/A,⭐⭐½,N/A,172649,9.0
